"","street1","accidents"
"2335","LESSINGSTR. / LICHTENRADER DAMM",1
"2336","LETTEALLEE",1
"2337","LETTERHAUSWEG",2
"2338","LETTERHAUSWEG / NIKOLAUS-GROß-WEG / SIEMENSDAMM / A 100 BAB / 100 AD",1
"2339","LEUSCHNERDAMM / MICHAELKIRCHPLATZ / ENGELDAMM",1
"2340","LEUTHENER STR.",1
"2341","LEVETZOWSTR.",2
"2342","LEWISHAMSTR. / WILMERSDORFER STR.",1
"2343","LIBAUER STR.",1
"2344","LICHTENBERGER STR.",2
"2345","LICHTENBERGER STR. / PALISADENSTR. / WEYDEMEYERSTR. / PLATZ DER VEREINTEN NATION",1
"2346","LICHTENBERGER STR. / SINGERSTR.",3
"2347","LICHTENBERGER STR. / STRAUSBERGER PLATZ",2
"2348","LICHTENHAINER STR. / RIESAER STR. / JENAER STR.",1
"2349","LICHTENRADER DAMM",5
"2350","LICHTERFELDER RING",2
"2351","LIEBENOWZEILE",1
"2352","LIEBENWALDER STR.",2
"2353","LIEBENWALDER STR. / LIEBENWALDER STR.",1
"2354","LIEBENWALDER STR. / REINICKENDORFER STR.",1
"2355","LIETZENBURGER STR.",3
"2356","LIETZENBURGER STR. / MARTIN-LUTHER-STR.",2
"2357","LIETZENBURGER STR. / NÜRNBERGER STR.",1
"2358","LIETZENBURGER STR. / RANKESTR. / FRIEDRICH-HOLLAENDER-PLATZ",1
"2359","LIETZENBURGER STR. / UHLANDSTR.",1
"2360","LIETZENBURGER STR. / WELSERSTR.",1
"2361","LILIENCRONSTR. / STINDESTR. / MARKUSPLATZ",1
"2362","LINDENALLEE",2
"2363","LINDENALLEE / BERLINER ALLEE",1
"2364","LINDENALLEE / REICHSSTR. / THEODOR-HEUSS-PLATZ",2
"2365","LINDENBERGER STR.",1
"2366","LINDENBERGER STR. / FENNPFUHLWEG",1
"2367","LINDENSTR.",7
"2368","LINDENTHALER ALLEE",1
"2369","LINDENTHALER ALLEE / LISSABONALLEE",2
"2370","LINDENTHALER ALLEE / POTSDAMER CHAUSSEE",2
"2371","LINDOWER STR.",1
"2372","LINIENSTR.",6
"2373","LINIENSTR. / ROSENTHALER STR.",3
"2374","LINIENSTR. / TUCHOLSKYSTR.",4
"2375","LINKSTR. / REICHPIETSCHUFER",1
"2376","LIPSCHITZALLEE",1
"2377","LISELOTTE-HERRMANN-STR.",1
"2378","LISE-MEITNER-STR.",2
"2379","LITTENSTR. / STRALAUER STR.",1
"2380","LIVERPOOLER STR. / MÜLLERSTR.",1
"2381","LLOYD-G.-WELLS-STR.",1
"2382","LOBECKSTR. / ORANIENSTR.",2
"2383","LOBECKSTR. / RITTERSTR.",1
"2384","LOHMEYERSTR.",1
"2385","LOHMEYERSTR. / OTTO-SUHR-ALLEE",2
"2386","LOHMÜHLENPLATZ / HARZER STR.",2
"2387","LOHMÜHLENSTR.",1
"2388","LOHMÜHLENUFERBRÜCKE",1
"2389","LOHNAUER STEIG / WÜNSCHELBURGER GANG",1
"2390","LORTZINGSTR. / VOLTASTR. / BRUNNENSTR.",2
"2391","LOSCHMIDTSTR. / OTTO-SUHR-ALLEE / ZILLESTR.",2
"2392","LOTTUMSTR. / SCHÖNHAUSER ALLEE",1
"2393","LOUIS-LEWIN-STR.",1
"2394","LÜBBENER STR. / SKALITZER STR. / WRANGELSTR.",1
"2395","LÜBECKER STR.",1
"2396","LÜBECKER STR. / TURMSTR.",1
"2397","LUCHWEG / ALBRECHTSHOFER WEG",1
"2398","LUCKAUER STR. / ORANIENSTR.",2
"2399","LUCKEWEG",1
"2400","LÜCKSTR. / NÖLDNERPLATZ / NÖLDNERSTR.",2
"2401","LÜCKSTR. / RUMMELSBURGER STR. / SEWANSTR. (ENDE)",1
"2402","LÜCKSTR. / WEITLINGSTR.",1
"2403","LÜDERITZSTR.",1
"2404","LUDWIGKIRCHPLATZ",1
"2405","LUDWIGKIRCHSTR. / UHLANDSTR.",1
"2406","LUDWIG-QUIDDE-STR.",2
"2407","LUDWIGSFELDER STR.",2
"2408","LUDWIGSFELDER STR. / MACHNOWER STR. / SACHTLEBENSTR.",2
"2409","LUDWIGSFELDER STR. / NEURUPPINER STR. / ERNST-LEMMER-RING",1
"2410","LUDWIGSLUSTER STR.",1
"2411","LUISE-HENRIETTE-STR. / TEMPELHOFER DAMM",1
"2412","LUISENSTR.",3
"2413","LÜTZOWPLATZ / KARL-HEINRICH-ULRICHS-STR.",2
"2414","LÜTZOWSTR.",2
"2415","LÜTZOWSTR. / POTSDAMER STR.",1
"2416","LÜTZOWUFER",1
"2417","LÜTZOWUFER / LÜTZOWPLATZ / HERKULESBRÜCKE",1
"2418","LUXEMBURGER STR. / MÜLLERSTR. / SCHULSTR.",1
"2419","LUXEMBURGER STR. / TEGELER STR.",2
"2420","LYNARSTR. / TEGELER STR.",1
"2421","MAAßENSTR.",2
"2422","MAAßENSTR. / NOLLENDORFPLATZ",2
"2423","MACHNOWER STR.",1
"2424","MACHONSTR.",1
"2425","MAGAZINSTR.",1
"2426","MAGAZINSTR. / SCHILLINGSTR.",1
"2427","MAGISTRATSWEG",3
"2428","MAGISTRATSWEG / RELLSTABWEG",1
"2429","MAGNUSSTR. / RUDOWER CHAUSSEE",1
"2430","MAHLSDORFER STR.",2
"2431","MAHLSDORFER STR. / WONGROWITZER STEIG",1
"2432","MAINZER STR.",1
"2433","MAINZER STR. / SCHARNWEBERSTR.",1
"2434","MALCHOWER CHAUSSEE",1
"2435","MALCHOWER CHAUSSEE / PIESPORTER STR.",3
"2436","MALCHOWER STR.",1
"2437","MALMÖER STR. / PAUL-ROBESON-STR. / UECKERMÜNDER STR.",1
"2438","MALTESERSTR.",1
"2439","MANDELSTR. / OSTSEESTR.",1
"2440","MANFRED-VON-RICHTHOFEN-STR.",2
"2441","MANFRED-VON-RICHTHOFEN-STR. / WERNER-VOß-DAMM",1
"2442","MANITIUSSTR. / PANNIERSTR.",1
"2443","MANNHEIMER STR.",1
"2444","MANTEUFFELSTR.",4
"2445","MANTEUFFELSTR. / KÖPENICKER STR.",5
"2446","MANTEUFFELSTR. / NAUNYNSTR.",1
"2447","MANTEUFFELSTR. / ORANIENSTR. / SKALITZER STR. / WIENER STR.",11
"2448","MANTEUFFELSTR. / REICHENBERGER STR.",1
"2449","MANTEUFFELSTR. / RINGBAHNSTR.",1
"2450","MANTEUFFELSTR. / WALDEMARSTR.",1
"2451","MANTEUFFELSTR. / WRANGELSTR.",2
"2452","MARATSTR.",2
"2453","MARBURGER STR.",1
"2454","MARCHLEWSKISTR.",2
"2455","MARCHLEWSKISTR. / WARSCHAUER STR. / WARSCHAUER BRÜCKE",3
"2456","MARCHSTR.",1
"2457","MARGARETENSTR.",1
"2458","MARGARETENSTR. / WEITLINGSTR.",1
"2459","MARGARETE-STEFFIN-STR. / LUISENSTR.",1
"2460","MARGARETE-STEFFIN-STR. / REINHARDTSTR.",2
"2461","MARHEINEKEPLATZ",1
"2462","MARIANNENPLATZ",1
"2463","MARIANNENSTR.",1
"2464","MARIANNENSTR. / REICHENBERGER STR.",1
"2465","MARIANNENSTR. / SKALITZER STR.",1
"2466","MARIE-CURIE-ALLEE",1
"2467","MARIE-CURIE-ALLEE / RUMMELSBURGER STR.",1
"2468","MARIE-ELISABETH-LÜDERS-STR. / OTTO-SUHR-ALLEE",1
"2469","MARIE-ELISABETH-VON-HUMBOLDT-STR.",1
"2470","MARIENBURGER STR.",2
"2471","MARIENDORFER DAMM",5
"2472","MARIENDORFER DAMM / MARKGRAFENSTR.",1
"2473","MARIENDORFER DAMM / SÄNTISSTR. / TAUERNALLEE",1
"2474","MARIENDORFER DAMM / ULLSTEINSTR.",1
"2475","MARIENFELDER ALLEE",7
"2476","MARIENFELDER ALLEE / FRIEDENFELSER STR.",3
"2477","MARKELSTR.",2
"2478","MARKELSTR. / SCHLOßSTR.",1
"2479","MARKGRAFENDAMM",4
"2480","MARKGRAFENDAMM / PERSIUSSTR.",1
"2481","MARKGRAFENSTR.",1
"2482","MARKGRAFENSTR. / FRANZÖSISCHE STR.",1
"2483","MARKGRAFENSTR. / JÄGERSTR. / GENDARMENMARKT",1
"2484","MARKGRAFENSTR. / KRONENSTR.",1
"2485","MARKGRAFENSTR. / LEIPZIGER STR.",1
"2486","MARKGRAFENSTR. / SCHÜTZENSTR.",1
"2487","MÄRKISCHE ALLEE",2
"2488","MÄRKISCHE ALLEE / MEHROWER ALLEE",2
"2489","MÄRKISCHE SPITZE / BENTSCHENER WEG / MÄRKISCHE ALLEE",1
"2490","MÄRKISCHES UFER",2
"2491","MARKSBURGSTR. / RHEINGOLDSTR.",1
"2492","MARKSTR.",2
"2493","MARKSTR. / PANKOWER ALLEE / RESIDENZSTR.",1
"2494","MARKSTR. / REGINHARDSTR. / UNGARNSTR. / LOUISE-SCHROEDER-PLATZ",1
"2495","MARKTSTR. / SCHREIBERHAUER STR.",1
"2496","MARSCHALLBRÜCKE (SPREE) / SCHIFFBAUERDAMM / LUISENSTR.",1
"2497","MARSHALLSTR.",1
"2498","MARTIN-HOFFMANN-STR.",1
"2499","MARTIN-LUTHER-STR.",6
"2500","MARTIN-LUTHER-STR. / MOTZSTR.",1
"2501","MARTIN-LUTHER-STR. / WARTBURGSTR.",1
"2502","MARTIN-LUTHER-STR. / WINTERFELDTSTR.",1
"2503","MARTIN-MÄHRLEIN-WEG",1
"2504","MARTIN-RIESENBURGER-STR. / JOHANNES-BOBROWSKI-STR.",1
"2505","MARZAHNER CHAUSSEE / ALLEE DER KOSMONAUTEN",1
"2506","MARZAHNER CHAUSSEE / SEDDINER STR.",1
"2507","MARZAHNER STR. / PLAUENER STR.",1
"2508","MARZAHNER STR. / WOLLENBERGER STR.",1
"2509","MASSANTEBRÜCKE / HERMANN-GLADENBECK-BRÜCKE / STUBENRAUCHSTR. / A 113 BAB AUTO",1
"2510","MAßMANNSTR.",1
"2511","MASURENALLEE / MESSEDAMM / NEUE KANTSTR.",4
"2512","MASURENSTR. / MÜHLENSTR.",1
"2513","MATENZEILE / ROTKAMP",1
"2514","MATTHIEUSTR. / NOÉWEG / BLANKENFELDER STR.",1
"2515","MAX-BEER-STR.",3
"2516","MAX-BEER-STR. / MÜNZSTR. / ROCHSTR. (ENDE)",2
"2517","MAX-BRUNNOW-STR. / STORKOWER STR.",1
"2518","MAX-DOHRN-STR. / LISE-MEITNER-STR.",1
"2519","MAX-DOHRN-STR. / TEGELER WEG",2
"2520","MAXIMILIANSTR. / MÜHLENSTR.",2
"2521","MAXSTR. / SCHULSTR.",1
"2522","MAYBACHUFER",4
"2523","MAYBACHUFER / LOHMÜHLENBRÜCKE",2
"2524","MAYSCHWEG / WENDENSCHLOßSTR.",1
"2525","MECKLENBURGISCHE STR. / PARETZER STR. / WALLENBERGSTR.",2
"2526","MECKLENBURGISCHE STR. / SCHLANGENBADER STR. / A 100 BAB / 100 AS SCHMARGENDORF E",1
"2527","MEERANER STR. / ALLEE DER KOSMONAUTEN",1
"2528","MEHRINGDAMM",8
"2529","MEHRINGDAMM / TEMPELHOFER UFER / MEHRINGBRÜCKE",12
"2530","MEINEKESTR.",1
"2531","MELLENSEESTR. / SEWANSTR.",1
"2532","MEMHARDSTR. / MÜNZSTR. / ROSA-LUXEMBURG-STR.",9
"2533","MENDELSSOHNSTR.",1
"2534","MENTELINSTR. / RUMMELSBURGER STR.",4
"2535","MERCATORWEG",1
"2536","MESSEDAMM",4
"2537","MESSEDAMM,HALE",3
"2538","METHFESSELSTR.",1
"2539","METZER STR. / PRENZLAUER ALLEE",2
"2540","METZER STR. / SCHÖNHAUSER ALLEE / SCHWEDTER STR. / SENEFELDERPLATZ",2
"2541","METZER STR. / STRAßBURGER STR.",1
"2542","METZER STR. / WILHELMSTR.",1
"2543","MEYERBEERSTR.",2
"2544","MICHAEL-BOHNEN-RING / SONNENALLEE",1
"2545","MICHAEL-BRÜCKNER-STR. / BRITZER STR. / FENNSTR.",1
"2546","MICHAEL-BRÜCKNER-STR. / BRÜCKENSTR. / SCHNELLERSTR.",1
"2547","MICHAEL-BRÜCKNER-STR. / HASSELWERDERSTR.",2
"2548","MICHAELKIRCHPLATZ / MICHAELKIRCHSTR. / SCHMIDSTR.",1
"2549","MICHELANGELOSTR. / HANNS-EISLER-STR.",2
"2550","MIERENDORFFPLATZ",1
"2551","MIERENDORFFSTR. / TAUROGGENER STR. / TEGELER WEG",1
"2552","MILDRED-HARNACK-STR. / MÜHLENSTR.",1
"2553","MINNA-CAUER-STR. / TUNNEL TIERGARTEN SPREEBOGEN / INVALIDENSTR. / TUNNEL TIERGAR",4
"2554","MIRBACHPLATZ / SCHÖNSTR.",1
"2555","MITTELBRUCHZEILE",1
"2556","MITTELSTR. / ALTENHOFER STR.",1
"2557","MITTELWEG / THOMASSTR.",1
"2558","MÖCKERNSTR.",1
"2559","MÖCKERNSTR. / ASKANISCHER PLATZ / STRESEMANNSTR.",2
"2560","MÖCKERNSTR. / TEMPELHOFER UFER / MÖCKERNBRÜCKE",2
"2561","MODERSOHNSTR.",2
"2562","MOHRENFALTERSTR.",1
"2563","MOHRENFALTERSTR. / KÖPENICKER STR. (ENDE)",1
"2564","MOHRENSTR.",2
"2565","MOHRINER ALLEE / AM BRANDPFUHL",1
"2566","MOLKENMARKT / MÜHLENDAMM / POSTSTR.",1
"2567","MÖLLENDORFFSTR.",2
"2568","MOLLSTR.",3
"2569","MOMMSENSTR. / SCHLÜTERSTR.",1
"2570","MONUMENTENSTR.",3
"2571","MORITZSTR.",1
"2572","MORSESTR.",1
"2573","MORUSSTR. / WERBELLINSTR.",1
"2574","MOTARDSTR. / ROHRDAMM / WOHLRABEDAMM",2
"2575","MOTZENER STR. / NAHMITZER DAMM / GUTSPARK MARIENFELDE",4
"2576","MOTZENER STR. / SPERENBERGER STR.",1
"2577","MOTZSTR.",1
"2578","MÜGGELHEIMER STR.",3
"2579","MÜGGELHEIMER STR. / WENDENSCHLOßSTR.",2
"2580","MÜGGELSCHLÖßCHENWEG / ALFRED-RANDT-STR.",1
"2581","MÜGGELSCHLÖßCHENWEG / ERWIN-BOCK-STR.",1
"2582","MÜGGELSEEDAMM",3
"2583","MÜGGELSEEDAMM / FÜRSTENWALDER DAMM",1
"2584","MÜGGELSEEDAMM / PETER-HILLE-STR.",1
"2585","MÜGGELSEEDAMM / SCHARNWEBERSTR.",1
"2586","MÜHLENSTR.",8
"2587","MÜHLENSTR. / ÖTZTALER STR.",1
"2588","MÜHLENSTR. / SUNDGAUER STR.",2
"2589","MÜHSAMSTR. / PETERSBURGER STR.",1
"2590","MULACKSTR.",1
"2591","MÜLHAUSER STR. / PRENZLAUER ALLEE",1
"2592","MÜLLERSTR.",17
"2593","MÜLLERSTR. / OSTENDER STR. / UTRECHTER STR.",1
"2594","MÜLLERSTR. / OTAWISTR. / SCHÖNINGSTR.",2
"2595","MÜLLERSTR. / SCHULZENDORFER STR. / SELLERSTR.",3
"2596","MÜLLERSTR. / SEESTR.",11
"2597","MÜNCHENER STR.",1
"2598","MÜNSTERLANDSTR. / WEITLINGSTR.",1
"2599","MÜNZSTR.",2
"2600","MUSKAUER STR. / MARIANNENPLATZ",1
"2601","MUSSEHLSTR.",2
"2602","MYSLOWITZER STR. / PLANITZSTR.",1
"2603","NACHODSTR.",1
"2604","NACHTALBENWEG / DARßER STR.",1
"2605","NALEPASTR. / RUMMELSBURGER LANDSTR.",1
"2606","NALEPASTR. / SIEMENSSTR. / WILHELMINENHOFSTR.",1
"2607","NATALISSTEIG",1
"2608","NAUENER STR. / SEEGEFELDER STR. / ZEPPELINSTR.",2
"2609","NAUMANNSTR. / WILHELM-KABUS-STR.",1
"2610","NAUNYNSTR.",4
"2611","NAUNYNSTR. / ADALBERTSTR.",3
"2612","NAVARRAPLATZ / MÜHLENSTR. / ROSENTHALER WEG / TRIFTSTR.",1
"2613","NAZARETHKIRCHSTR.",2
"2614","NEHRINGSTR.",1
"2615","NELTESTR.",1
"2616","NENNHAUSER DAMM",1
"2617","NENNHAUSER DAMM / BUSCHOWER WEG",1
"2618","NENNHAUSER DAMM / HAUPTSTR.",1
"2619","NENNHAUSER DAMM / SPANDAUER STR.",1
"2620","NEPTUNSTR. / SCHULZENDORFER STR.",1
"2621","NERTHUSWEG",1
"2622","NERU",2
"2623","NESSELWEG",1
"2624","NEUDECKER WEG / AUGUST-FROEHLICH-STR. / AN DER WERDERLAKE",1
"2625","NEUE BAHNHOFSTR.",2
"2626","NEUE BAHNHOFSTR. / SIMPLONSTR. / SONNTAGSTR.",1
"2627","NEUE GRÜNSTR.",1
"2628","NEUE GRÜNSTR. / SEYDELSTR.",1
"2629","NEUE HOCHSTR.",2
"2630","NEUE HOCHSTR. / SCHÖNWALDER STR.",2
"2631","NEUE JAKOBSTR.",1
"2632","NEUE JÜDENSTR. / JÜDENSTR. / MOLKENMARKT / STRALAUER STR.",1
"2633","NEUE KANTSTR. / WITZLEBENSTR.",2
"2634","NEUE KRUGALLEE",1
"2635","NEUE KRUGALLEE / WILLI-SÄNGER-STR. / PLÄNTERWALD",1
"2636","NEUENDORFER STR.",1
"2637","NEUENDORFER STR. / FALKENSEER PLATZ",2
"2638","NEUENDORFER STR. / HEIDETOR / ORANIENBURGER TOR",1
"2639","NEUE ROßSTR. / WALLSTR.",2
"2640","NEUE SCHÖNHAUSER STR. / ROSENTHALER STR.",1
"2641","NEUE SCHÖNHOLZER STR.",3
"2642","NEUES UFER / SICKINGENSTR. / SICKINGENBRÜCKE",2
"2643","NEUKÖLLNER STR.",1
"2644","NEUKÖLLNER STR. / SCHÖNEFELDER STR. / WALTERSDORFER CHAUSSEE",1
"2645","NEUKÖLLNISCHE ALLEE / FORSTHAUSALLEE",1
"2646","NEUKÖLLNISCHE ALLEE / KGA KARLSRUHE 2 / CHRIS-GUEFFROY-ALLEE",1
"2647","NEUKÖLLNISCHE ALLEE / PLANETENSTR.",1
"2648","NEUMAGENER STR.",1
"2649","NEUMANNSTR.",2
"2650","NEUMANNSTR. / ARNOLD-ZWEIG-STR.",2
"2651","NEUSTÄDTISCHE KIRCHSTR.",1
"2652","NIEBUHRSTR.",1
"2653","NIEBUHRSTR. / WIELANDSTR.",1
"2654","NIEBUHRSTR. / WILMERSDORFER STR.",1
"2655","NIEDERKIRCHNERSTR.",1
"2656","NIEDERKIRCHNERSTR. / STRESEMANNSTR.",1
"2657","NIEDERKIRCHNERSTR. / ZIMMERSTR. / WILHELMSTR.",1
"2658","NIEDERLAGSTR. / WERDERSCHER MARKT",2
"2659","NIEDERNEUENDORFER ALLEE",2
"2660","NIERITZWEG",1
"2661","NIKLASSTR. / SPANISCHE ALLEE",1
"2662","NIPKOWSTR. / RADICKESTR.",1
"2663","NK",2
"2664","NOBELSTR. / SCHMALENBACHSTR.",1
"2665","NÖLDNERSTR.",1
"2666","NOLLENDORFPLATZ / KARL-HEINRICH-ULRICHS-STR.",1
"2667","NONNENDAMMALLEE",1
"2668","NONNENDAMMALLEE / BOLTONSTR.",2
"2669","NONNENDAMMALLEE / OTTERNBUCHTSTR. / PAULSTERNSTR.",1
"2670","NORDBAHNSTR. / WOLLANKSTR.",2
"2671","NORDENDSTR.",1
"2672","NORDENDSTR. / SCHÖNHAUSER STR.",1
"2673","NORDHAUSER STR. / SÖMMERINGSTR.",2
"2674","NORDMANNZEILE / RIEMENSCHNEIDERWEG / VORARLBERGER DAMM",1
"2675","NORDRING / HOHENSCHÖNHAUSER STR.",5
"2676","NORDUFER",1
"2677","NORDUFER / SAMOASTR.",1
"2678","NORDUFER / SEESTR. / SEESTRAßENBRÜCKE NÖRDLICH",3
"2679","NORTH-WILLYS-STR. / JAMES-FRANCK-STR. / RUDOWER CHAUSSEE",1
"2680","NORWEGERSTR.",1
"2681","NOSTITZSTR.",1
"2682","NÜRNBERGER STR.",4
"2683","NYMPHENUFER",1
"2684","OBENTRAUTSTR.",1
"2685","OBERBAUMBRÜCKE (SPREE)",2
"2686","OBERBAUMSTR.",1
"2687","OBERFELDSTR.",1
"2688","OBERFELDSTR. / CECILIENSTR.",1
"2689","OBERFELDSTR. / ÖSELER STR. / RAPSWEG",1
"2690","OBERLANDSTR. / A 100 BAB / 100 AS OBERLANDSTR AUSF N OBERLANDSTR WEST / 100 AS O",1
"2691","OBERSPREESTR. / WESTENDSTR.",1
"2692","OBERWEIßBACHER STR. / MEHROWER ALLEE",1
"2693","OBSTALLEE",2
"2694","ODENWALDSTR.",2
"2695","ODERBERGER STR.",1
"2696","ODERBRUCHSTR. / LANDSBERGER ALLEE",1
"2697","ODERSTR.",2
"2698","OFFENBACHER STR.",1
"2699","OHLAUER STR. / WIENER STR. / GÖRLITZER-PARK",3
"2700","OHMSTR.",1
"2701","OLBERSSTR. / TEGELER WEG",1
"2702","OLDENBURGER STR. / OTTOSTR. / TURMSTR.",1
"2703","OLYMPISCHE STR. / WESTENDALLEE",2
"2704","ONKEL-TOM-STR.",1
"2705","ONKEL-TOM-STR. / QUERMATENWEG / RIEMEISTERSTR.",1
"2706","ONKEL-TOM-STR. / SCHÜTZALLEE / SVEN-HEDIN-STR.",1
"2707","ONTARIOSEESTR.",1
"2708","OPPELNER STR. / SKALITZER STR.",1
"2709","OPPELNER STR. / WRANGELSTR.",2
"2710","OPPERMANNSTR.",1
"2711","ORANIENBURGER CHAUSSEE / RAUENTALER STR. / SCHÖNFLIEßER STR.",1
"2712","ORANIENBURGER CHAUSSEE / SCHÖNFLIEßER STR.",1
"2713","ORANIENBURGER STR.",4
"2714","ORANIENBURGER STR. / ROEDERNALLEE",1
"2715","ORANIENBURGER STR. / TUCHOLSKYSTR.",3
"2716","ORANIENDAMM",1
"2717","ORANIENDAMM / WAIDMANNSLUSTER DAMM / ZABEL-KRÜGER-DAMM",1
"2718","ORANIENPLATZ",1
"2719","ORANIENSTR.",28
"2720","ORANIENSTR. / ADALBERTSTR.",4
"2721","ORANIENSTR. / ALEXANDRINENSTR.",4
"2722","ORANIENSTR. / ALTE JAKOBSTR.",2
"2723","ORANIENSTR. / AXEL-SPRINGER-STR. / RUDI-DUTSCHKE-STR. / LINDENSTR.",4
"2724","ORANIENSTR. / MORITZPLATZ",8
"2725","ORANIENSTR. / ORANIENPLATZ",4
"2726","ORANIENSTR. / PRINZESSINNENSTR.",2
"2727","ORANIENSTR. / STALLSCHREIBERSTR.",3
"2728","ORANKEWEG",1
"2729","ORDENSMEISTERSTR.",2
"2730","ORDENSMEISTERSTR. / WENCKEBACHSTR.",1
"2731","ORTHSTR. / SCHÖNSTEDTSTR.",1
"2732","ORTOLFSTR.",1
"2733","ORTOLFSTR. / MOHNWEG",1
"2734","ORTOLFSTR. / WEGEDORNSTR.",1
"2735","OSDORFER STR.",3
"2736","OSDORFER STR. / OSTPREUßENDAMM",1
"2737","OSLOER STR.",2
"2738","OSLOER STR. / PRINZENALLEE",1
"2739","OSLOER STR. / REINICKENDORFER STR. / SEESTR. / LOUISE-SCHROEDER-PLATZ",3
"2740","OSLOER STR. / SCHWEDENSTR.",2
"2741","OSLOER STR. / STOCKHOLMER STR. / TRAVEMÜNDER STR. / OSLOER-STRAßEN-BRÜCKE",1
"2742","OSNABRÜCKER STR. / MIERENDORFFPLATZ",1
"2743","OSNABRÜCKER STR. / TEGELER WEG",3
"2744","OSSIETZKYSTR.",1
"2745","OSSIETZKYSTR. / BREITE STR.",2
"2746","OSTENDER STR.",1
"2747","OSTENDSTR. / SLABYSTR.",1
"2748","OSTPREUßENDAMM",1
"2749","OSTSEESTR.",3
"2750","OSTSEESTR. / PRENZLAUER ALLEE / PRENZLAUER PROMENADE / WISBYER STR.",5
"2751","OSTSEESTR. / SÜLTSTR.",1
"2752","OTAWISTR.",2
"2753","OTTO-BRAUN-STR.",2
"2754","OTTO-BRAUN-STR. / ALEXANDERSTR. / KARL-MARX-ALLEE",10
"2755","OTTO-BRAUN-STR. / AM FRIEDRICHSHAIN / GREIFSWALDER STR. / PRENZLAUER BERG / PLAT",2
"2756","OTTO-BRAUN-STR. / MENDELSSOHNSTR.",1
"2757","OTTO-BRAUN-STR. / MOLLSTR.",10
"2758","OTTO-BRAUN-STR. / THEANOLTE-BÄHNISCH-STR.",3
"2759","OTTO-OSTROWSKI-STR. / ZUR MARKTFLAGGE / THAERSTR.",1
"2760","OTTO-ROSENBERG-STR. / BITTERFELDER STR. / WOLFENER STR.",3
"2761","OTTOSTR.",1
"2762","OTTOSTR. / ZWINGLISTR.",1
"2763","OTTO-SUHR-ALLEE",3
"2764","OTTO-SUHR-ALLEE / ERNST-REUTER-PLATZ",1
"2765","OTTO-SUHR-ALLEE / RICHARD-WAGNER-STR. / WINTERSTEINSTR. / RICHARD-WAGNER-PLATZ",3
"2766","OTTO-WELS-RING",1
"2767","OUDENARDER STR.",1
"2768","OUDENARDER STR. / REINICKENDORFER STR.",1
"2769","PABLO-NERUDA-STR.",2
"2770","PABLO-PICASSO-STR. / SEEHAUSENER STR.",1
"2771","PALLASSTR.",1
"2772","PALMZEILE / SPANISCHE ALLEE",1
"2773","PANKOWER ALLEE",1
"2774","PANKSTR.",12
"2775","PANKSTR. / WIESENSTR.",1
"2776","PANNIERSTR.",3
"2777","PANNIERSTR. / SONNENALLEE",5
"2778","PAPPELALLEE",4
"2779","PAPPELALLEE / STARGARDER STR.",2
"2780","PARCHWITZER STR.",1
"2781","PARISER STR.",1
"2782","PARISER STR. / ROEDERNSTR. / WIELANDSTR.",1
"2783","PARISER STR. / SÄCHSISCHE STR.",2
"2784","PARISER STR. / WÜRTTEMBERGISCHE STR. / OLIVAER PLATZ",2
"2785","PARKSTR. / BERLINER ALLEE",1
"2786","PASEDAGPLATZ",1
"2787","PASEWALKER STR.",2
"2788","PASSAUER STR. / TAUENTZIENSTR.",1
"2789","PASSENHEIMER STR. / JESSE-OWENS-ALLEE",2
"2790","PATSCHKAUER WEG / UNTER DEN EICHEN",1
"2791","PAUL-JUNIUS-STR. / WEIßENSEER WEG",1
"2792","PAUL-LINCKE-UFER",1
"2793","PAUL-LÖBE-ALLEE / OSTUMFAHRUNG",2
"2794","PAULSBORNER STR. / WESTFÄLISCHE STR.",1
"2795","PAUL-SCHMIDT-STR. / TANKREDSTR.",1
"2796","PAUL-SCHNEIDER-STR.",1
"2797","PAULSENSTR.",1
"2798","PAULSTERNSTR.",1
"2799","PAULSTR.",1
"2800","PÄWESINER WEG",1
"2801","PEKRUNSTR. / SCHEIBENBERGSTR.",1
"2802","PERLEBERGER STR.",4
"2803","PERLEBERGER STR. / ELLEN-EPSTEIN-STR.",1
"2804","PERLEBERGER STR. / RATHENOWER STR. / STENDALER STR.",2
"2805","PERLEBERGER STR. / STEPHANSTR.",1
"2806","PESTALOZZISTR.",3
"2807","PESTALOZZISTR. / STEIFENSANDSTR. / SUAREZSTR.",1
"2808","PETERSBURGER STR.",3
"2809","PETER-STRASSER-WEG / TEMPELHOFER DAMM",1
"2810","PETTENKOFERSTR.",2
"2811","PFALZBURGER STR.",2
"2812","PFARRWÖHRDE / RUDOWER STR.",1
"2813","PFEDDERSHEIMER WEG",1
"2814","PFUELSTR. / KÖPENICKER STR.",1
"2815","PICHELSDORFER STR.",1
"2816","PICHELSDORFER STR. / WEIßENBURGER STR.",1
"2817","PICHELSWERDERSTR. / RUHLEBENER STR. / SCHULENBURGSTR.",1
"2818","PIESKOWER WEG",1
"2819","PIESKOWER WEG / STORKOWER STR.",2
"2820","PIESPORTER STR. / DARßER STR.",2
"2821","PIETSCHKERSTR. / STAUDENWEG / STERNDAMM",2
"2822","PINTSCHALLEE",1
"2823","PISTORIUSSTR. / ROELCKESTR.",1
"2824","PISTORIUSSTR. / WOELCKPROMENADE",1
"2825","PLANCKSTR.",1
"2826","PLANTAGENSTR. / REINICKENDORFER STR.",1
